1/02/2014 : 	Day Change: $-329.03	Total Net: $2642.12	Total Invested: $28350.92	Avg_gain: 17.42	Percent_gain_year: %15.51
1/03/2014 : 	Day Change: $808.20	Total Net: $3450.32	Total Invested: $29159.12	Avg_gain: 19.43	Percent_gain_year: %1.59
1/06/2014 : 	Day Change: $76.25	Total Net: $3526.58	Total Invested: $29235.38	Avg_gain: 19.47	Percent_gain_year: %1.85
1/07/2014 : 	Day Change: $172.82	Total Net: $3699.40	Total Invested: $29408.20	Avg_gain: 19.86	Percent_gain_year: %2.42
1/08/2014 : 	Day Change: $2040.74	Total Net: $5740.14	Total Invested: $25724.05	Avg_gain: 24.92	Percent_gain_year: %9.22
1/09/2014 : 	Day Change: $-253.01	Total Net: $5487.13	Total Invested: $25471.04	Avg_gain: 24.23	Percent_gain_year: %8.38
1/10/2014 : 	Day Change: $501.57	Total Net: $5988.70	Total Invested: $25972.61	Avg_gain: 25.42	Percent_gain_year: %10.05
1/13/2014 : 	Day Change: $276.02	Total Net: $6264.72	Total Invested: $26248.63	Avg_gain: 25.91	Percent_gain_year: %10.97
1/14/2014 : 	Day Change: $314.04	Total Net: $6578.76	Total Invested: $27612.67	Avg_gain: 26.62	Percent_gain_year: %12.02
1/15/2014 : 	Day Change: $131.88	Total Net: $6710.64	Total Invested: $27744.55	Avg_gain: 26.88	Percent_gain_year: %12.46
1/16/2014 : 	Day Change: $-247.82	Total Net: $6462.82	Total Invested: $27496.73	Avg_gain: 26.21	Percent_gain_year: %11.63
1/17/2014 : 	Day Change: $-457.24	Total Net: $6005.58	Total Invested: $27039.49	Avg_gain: 25.02	Percent_gain_year: %10.11
1/21/2014 : 	Day Change: $-24.86	Total Net: $5980.71	Total Invested: $28064.62	Avg_gain: 24.72	Percent_gain_year: %10.03
1/22/2014 : 	Day Change: $330.96	Total Net: $6311.67	Total Invested: $28395.58	Avg_gain: 25.46	Percent_gain_year: %11.13
1/23/2014 : 	Day Change: $-166.90	Total Net: $6144.77	Total Invested: $28228.68	Avg_gain: 25.00	Percent_gain_year: %10.57
1/24/2014 : 	Day Change: $-754.02	Total Net: $5390.75	Total Invested: $27474.66	Avg_gain: 23.12	Percent_gain_year: %8.06
1/27/2014 :	Day Change: $-89.51	Total Net: $5301.25	Total Invested: $27385.16	
1/28/2014 : 	Day Change: $601.68	Total Net: $5902.93	Total Invested: $29036.84	Avg_gain: 24.12	Percent_gain_year: %9.77
1/29/2014 : 	Day Change: $-21.36	Total Net: $5881.56	Total Invested: $29015.47	Avg_gain: 24.01	Percent_gain_year: %9.70
1/30/2014 : 	Day Change: $407.29	Total Net: $6288.86	Total Invested: $29422.77	Avg_gain: 24.92	Percent_gain_year: %11.05
1/31/2014 : 	Day Change: $-305.58	Total Net: $5983.27	Total Invested: $29117.18	Avg_gain: 24.14	Percent_gain_year: %10.04
2/03/2014 : 	Day Change: $-909.70	Total Net: $5073.57	Total Invested: $28207.48	Avg_gain: 21.83	Percent_gain_year: %7.00
2/04/2014 : 	Day Change: $565.18	Total Net: $5638.75	Total Invested: $28772.66	Avg_gain: 23.10	Percent_gain_year: %8.89
2/05/2014 : 	Day Change: $-121.12	Total Net: $5517.63	Total Invested: $28651.54	Avg_gain: 22.77	Percent_gain_year: %8.48
2/06/2014 : 	Day Change: $613.96	Total Net: $6131.59	Total Invested: $29265.50	Avg_gain: 24.15	Percent_gain_year: %10.53
2/07/2014 : 	Day Change: $511.73	Total Net: $6643.32	Total Invested: $29777.23	Avg_gain: 25.28	Percent_gain_year: %12.24
2/10/2014 : 	Day Change: $-70.80	Total Net: $6572.51	Total Invested: $29706.42	Avg_gain: 24.95	Percent_gain_year: %12.00
2/11/2014 : 	Day Change: $113.46	Total Net: $6685.97	Total Invested: $29819.88	Avg_gain: 25.15	Percent_gain_year: %12.38
2/18/2014 : 	Day Change: $-	Total Net: $7091.34	Total Invested: $30225.25	
2/19/2014 : 	Day Change: $-	Total Net: $6531.04	Total Invested: $29664.95
2/21/2014 : 	Day Change: $-	Total Net: $6413.46	Total Invested: $29546.80	
2/24/2014 : 	Day Change: $-	Total Net: $6646.88	Total Invested: $29780.79
2/25/2014 : 	Day Change: $-	Total Net: $6444.89	Total Invested: $29578.80	
2/26/2014 : 	Day Change: $-	Total Net: $7153.79	Total Invested: $30287.69
2/27/2014 : 	Day Change: $-	Total Net: $6951.02	Total Invested: $30084.92	
2/28/2014 : 	Day Change: $-	Total Net: $7112.90	Total Invested: $30246.81
3/03/2014 : 	Day Change: $-	Total Net: $6966.88	Total Invested: $30100.78	
3/04/2014 : 	Day Change: $-	Total Net: $7667.26	Total Invested: $30801.17	
3/05/2014 : 	Day Change: $-	Total Net: $8068.34	Total Invested: $31202.24	
3/06/2014 : 	Day Change: $-	Total Net: $8507.26	Total Invested: $31641.17	
3/07/2014 : 	Day Change: $-	Total Net: $8231.38	Total Invested: $31365.28	
3/11/2014 : 	Day Change: $-	Total Net: $7836.50	Total Invested: $30970.41	
3/12/2014 : 	Day Change: $-	Total Net: $7918.10	Total Invested: $31052.01
3/15/2014 : 	Day Change: $-	Total Net: $7488.41	Total Invested: $30622.32
3/18/2014 : 	Day Change: $-	Total Net: $7811.25	Total Invested: $30945.15
6/12/2014 : 	Day Change: $-923.17	Total Net: $6888.08	Total Invested: $15285.68	Avg_gain: 20.02	Percent_gain_year: 13.05%
6/13/2014 : 	Day Change: $29.60	Total Net: $6917.68	Total Invested: $15315.28	Avg_gain: 20.04	Percent_gain_year: 13.15%
6/16/2014 : 	Day Change: $-190.96	Total Net: $6726.72	Total Invested: $15124.32	Avg_gain: 19.59	Percent_gain_year: 12.51%
6/17/2014 : 	Day Change: $428.20	Total Net: $7154.92	Total Invested: $16252.52	Avg_gain: 20.32	Percent_gain_year: 13.94%
6/18/2014 : 	Day Change: $-148.47	Total Net: $7006.45	Total Invested: $18923.50	Avg_gain: 20.02	Percent_gain_year: 13.45%
6/19/2014 : 	Day Change: $-29.59	Total Net: $6976.85	Total Invested: $18893.90	Avg_gain: 19.93	Percent_gain_year: 13.35%
6/20/2014 : 	Day Change: $6.86	Total Net: $6983.72	Total Invested: $18900.77	Avg_gain: 19.91	Percent_gain_year: 13.37%
6/23/2014 : 	Day Change: $-13.32	Total Net: $6970.39	Total Invested: $18887.44	Avg_gain: 19.78	Percent_gain_year: 13.33%
6/24/2014 : 	Day Change: $-80.49	Total Net: $6889.90	Total Invested: $19506.95	Avg_gain: 19.30	Percent_gain_year: 13.23%
6/25/2014 : 	Day Change: $166.43	Total Net: $7056.33	Total Invested: $19673.38	Avg_gain: 19.86	Percent_gain_year: 13.61%
6/26/2014 : 	Day Change: $-352.49	Total Net: $6703.84	Total Invested: $19320.89	Avg_gain: 19.20	Percent_gain_year: 12.44%
6/27/2014 : 	Day Change: $135.88	Total Net: $6839.72	Total Invested: $22171.22	Avg_gain: 19.41	Percent_gain_year: 12.89%
6/30/2014 : 	Day Change: $345.33	Total Net: $7185.05	Total Invested: $22516.55	Avg_gain: 19.91	Percent_gain_year: 14.04%
7/01/2014 : 	Day Change: $-115.19	Total Net: $7069.86	Total Invested: $22401.36	Avg_gain: 19.67	Percent_gain_year: 13.66%
7/02/2014 : 	Day Change: $-72.36	Total Net: $6997.49	Total Invested: $22328.99	Avg_gain: 19.51	Percent_gain_year: 13.42%
7/03/2014 : 	Day Change: $-100.53	Total Net: $6896.96	Total Invested: $22228.46	Avg_gain: 19.30	Percent_gain_year: 13.08%
7/07/2014 : 	Day Change: $-128.97	Total Net: $6767.99	Total Invested: $22799.49	Avg_gain: 18.95	Percent_gain_year: 12.65%
7/08/2014 : 	Day Change: $-574.69	Total Net: $6193.30	Total Invested: $22224.80	Avg_gain: 17.92	Percent_gain_year: 10.74%s
7/09/2014 : 	Day Change: $-4.92	Total Net: $6188.38	Total Invested: $22919.88	Avg_gain: 17.89	Percent_gain_year: 10.72%
7/10/2014 : 	Day Change: $-277.61	Total Net: $5910.77	Total Invested: $22642.27	Avg_gain: 17.38	Percent_gain_year: 9.79%
7/14/2014 : 	Day Change: $-0.38	Total Net: $5910.39	Total Invested: $22641.89	Avg_gain: 17.26	Percent_gain_year: 9.79%
