Symbol,Open,Last Trade Price,Previous Close,Day's High,Day's Low,Volume,Change,Change in %,Average Daily Volume,50 Day Avg,Short Ratio,One Year Target Price,Ticker Trend,
"A",58.33,58.91,58.89,59.13,58.31,1410610,+0.02,"+0.03%",2014840,55.9425,1.60,64.28,"&nbsp;=====-&nbsp;"
"AA",14.18,14.18,14.23,14.29,14.11,8192970,-0.05,"-0.35%",19819800,13.5878,4.40,12.82,"&nbsp;==+==-&nbsp;"
"AAN",34.66,34.64,34.67,34.75,34.43,412846,-0.03,"-0.09%",1049620,31.0478,4.00,35.25,"&nbsp;=====+&nbsp;"
"AAOI",22.10,22.33,22.28,22.42,21.691,194591,+0.05,"+0.22%",246127,20.41,3.00,28.60,"&nbsp;+=-===&nbsp;"
"AAON",32.60,32.46,32.86,32.76,32.20,69872,-0.40,"-1.22%",126720,30.5217,8.30,37.00,"&nbsp;======&nbsp;"
"AAP",126.53,126.14,126.97,126.915,125.44,351183,-0.83,"-0.65%",750508,123.131,2.50,138.50,"&nbsp;==-=-+&nbsp;"
"AAPL",94.13,93.86,94.25,94.76,93.47,45681112,-0.39,"-0.41%",70299800,86.8762,1.60,92.21,"&nbsp;=-====&nbsp;"
"AAT",34.14,34.03,34.07,34.27,33.85,163076,-0.04,"-0.12%",154944,34.218,5.20,37.00,"&nbsp;=+====&nbsp;"
"AAU",1.34,1.32,1.31,1.35,1.28,91983,+0.01,"+0.76%",105746,1.3458,2.70,N/A,"&nbsp;====-+&nbsp;"
